upper_z,lower_z,posture_class
4.21,-3.60,lean_back
4.18,-3.57,lean_back
4.25,-3.55,lean_back
4.25,-3.59,lean_back
4.22,-3.56,lean_back
4.13,-3.66,lean_back
4.11,-3.61,lean_back
4.10,-3.62,lean_back
4.10,-3.61,lean_back
4.18,-3.66,lean_back
4.17,-3.60,lean_back
4.01,-3.65,lean_back
4.02,-3.72,lean_back
4.05,-3.57,lean_back
4.23,-3.61,lean_back
4.42,-3.56,lean_back
4.17,-3.55,lean_back
4.12,-3.62,lean_back
4.15,-3.58,lean_back
4.12,-3.57,lean_back
4.18,-3.62,lean_back
4.23,-3.60,lean_back
4.30,-3.58,lean_back
4.31,-3.58,lean_back
4.22,-3.61,lean_back
4.19,-3.59,lean_back
4.16,-3.60,lean_back
4.19,-3.61,lean_back
4.17,-3.58,lean_back
4.16,-3.58,lean_back
4.14,-3.62,lean_back
4.12,-3.63,lean_back
4.02,-3.66,lean_back
3.99,-3.68,lean_back
3.96,-3.72,lean_back
3.92,-3.73,lean_back
3.96,-3.74,lean_back
3.99,-3.69,lean_back
4.07,-3.72,lean_back
4.05,-3.70,lean_back
3.97,-3.70,lean_back
3.96,-3.75,lean_back
3.92,-3.69,lean_back
3.95,-3.69,lean_back
3.95,-3.74,lean_back
3.96,-3.70,lean_back
3.97,-3.69,lean_back
4.05,-3.72,lean_back
3.98,-3.69,lean_back
4.01,-3.70,lean_back
4.00,-3.67,lean_back
4.02,-3.67,lean_back
4.03,-3.73,lean_back
4.04,-3.70,lean_back
4.08,-3.70,lean_back
4.03,-3.67,lean_back
4.03,-3.70,lean_back
4.05,-3.69,lean_back
3.97,-3.71,lean_back
4.00,-3.70,lean_back
4.02,-3.73,lean_back
4.03,-3.69,lean_back
3.97,-3.72,lean_back
3.96,-3.73,lean_back
3.99,-3.72,lean_back
3.95,-3.71,lean_back
4.01,-3.70,lean_back
4.00,-3.71,lean_back
3.96,-3.69,lean_back
3.98,-3.68,lean_back
4.02,-3.68,lean_back
3.98,-3.70,lean_back
4.05,-3.70,lean_back
4.05,-3.68,lean_back
4.01,-3.69,lean_back
4.02,-3.69,lean_back
3.90,-3.73,lean_back
3.91,-3.73,lean_back
3.85,-3.73,lean_back
3.89,-3.76,lean_back
3.84,-3.73,lean_back
3.88,-3.76,lean_back
3.87,-3.76,lean_back
3.91,-3.77,lean_back
3.87,-3.78,lean_back
3.89,-3.77,lean_back
3.96,-3.80,lean_back
4.04,-3.76,lean_back
4.07,-3.80,lean_back
3.86,-3.73,lean_back
3.53,-3.70,lean_back
3.11,-3.82,lean_back
2.65,-4.36,lean_back
1.07,-4.67,lean_back
0.18,-5.41,lean_back
0.09,-5.58,lean_back
0.09,-5.56,lean_back
-0.24,-5.88,lean_back
-0.52,-6.13,lean_back
-0.99,-6.39,lean_back
-1.77,-6.44,lean_back
-2.16,-6.64,lean_back
-2.56,-6.61,lean_back
-2.56,-6.34,lean_back
-2.65,-6.25,lean_back
-2.54,-6.22,lean_back
-2.48,-6.29,lean_back
-2.72,-6.26,lean_back
-3.09,-6.15,lean_back
-3.30,-6.05,lean_back
-3.18,-6.06,lean_back
-3.26,-6.09,lean_back
-3.31,-6.04,lean_back
-3.35,-6.05,lean_back
-3.41,-6.02,lean_back
-3.35,-5.99,lean_back
-3.31,-6.00,lean_back
-3.48,-5.96,lean_back
-3.55,-5.93,lean_back
-3.68,-5.94,lean_back
-3.77,-5.91,lean_back
-3.80,-5.87,lean_back
-3.77,-5.84,lean_back
-3.73,-5.92,lean_back
-3.74,-5.91,lean_back
-3.85,-5.86,lean_back
-3.86,-5.84,lean_back
-3.56,-6.00,lean_back
-3.56,-5.99,lean_back
-3.43,-5.94,lean_back
-3.36,-6.09,lean_back
-3.38,-5.99,lean_back
-3.45,-5.95,lean_back
-3.37,-6.01,lean_back
-3.50,-6.04,lean_back
-3.45,-5.96,lean_back
-3.42,-6.01,lean_back
-3.41,-6.00,lean_back
-3.40,-6.03,lean_back
-3.40,-5.95,lean_back
-3.43,-5.92,lean_back
-3.38,-5.99,lean_back
-3.49,-5.95,lean_back
-3.36,-5.94,lean_back
-3.23,-5.98,lean_back
-3.28,-5.94,lean_back
-3.29,-5.98,lean_back
-3.31,-5.98,lean_back
-3.34,-5.97,lean_back
-3.25,-5.89,lean_back
-3.55,-5.94,lean_back
-3.31,-5.95,lean_back
-3.25,-5.99,lean_back
-3.30,-5.92,lean_back
-3.35,-5.96,lean_back
-3.29,-6.01,lean_back
-3.35,-5.95,lean_back
-3.35,-5.95,lean_back
-3.32,-6.06,lean_back
-3.29,-5.95,lean_back
-3.25,-5.96,lean_back
-3.30,-5.99,lean_back
-3.29,-6.00,lean_back
-3.30,-5.94,lean_back
-3.22,-6.01,lean_back
-3.35,-5.94,lean_back
-3.37,-5.95,lean_back
-3.28,-6.00,lean_back
-3.29,-5.99,lean_back
-3.32,-5.96,lean_back
-3.25,-6.01,lean_back
-3.22,-6.00,lean_back
-3.22,-6.01,lean_back
-3.22,-5.92,lean_back
-3.26,-5.99,lean_back
-3.28,-5.95,lean_back
-3.29,-5.95,lean_back
-3.28,-5.98,lean_back
-3.19,-5.98,lean_back
-3.26,-5.93,lean_back
-3.16,-5.97,lean_back
-3.10,-5.96,lean_back
-3.05,-5.99,lean_back
-3.09,-5.97,lean_back
-3.07,-5.90,lean_back
-2.93,-5.95,lean_back
-3.13,-5.95,lean_back
-3.08,-5.96,lean_back
-3.05,-6.04,lean_back
-3.01,-5.96,lean_back
-2.92,-5.99,lean_back
-2.83,-6.01,lean_back
-2.81,-6.05,lean_back
-2.88,-6.03,lean_back
-2.85,-6.01,lean_back
-2.89,-6.01,lean_back
-2.84,-5.99,lean_back
-2.89,-5.95,lean_back
-2.64,-6.06,lean_back
4.40,-3.53,lean_back
4.37,-3.49,lean_back
4.38,-3.49,lean_back
4.36,-3.49,lean_back
4.31,-3.50,lean_back
4.30,-3.48,lean_back
4.26,-3.53,lean_back
4.23,-3.48,lean_back
4.26,-3.50,lean_back
4.31,-3.46,lean_back
4.33,-3.51,lean_back
4.14,-3.50,lean_back
4.16,-3.48,lean_back
4.23,-3.40,lean_back
4.44,-3.44,lean_back
4.43,-3.47,lean_back
4.23,-3.48,lean_back
4.19,-3.48,lean_back
4.22,-3.51,lean_back
4.27,-3.51,lean_back
4.27,-3.51,lean_back
4.30,-3.48,lean_back
4.25,-3.51,lean_back
4.29,-3.50,lean_back
4.43,-3.51,lean_back
4.36,-3.48,lean_back
4.38,-3.48,lean_back
4.39,-3.49,lean_back
4.37,-3.50,lean_back
4.32,-3.48,lean_back
4.38,-3.48,lean_back
4.40,-3.49,lean_back
4.41,-3.50,lean_back
4.33,-3.48,lean_back
4.42,-3.50,lean_back
4.44,-3.46,lean_back
4.41,-3.47,lean_back
4.42,-3.43,lean_back
4.42,-3.47,lean_back
4.41,-3.45,lean_back
4.41,-3.43,lean_back
4.48,-3.48,lean_back
4.46,-3.45,lean_back
4.32,-3.47,lean_back
4.31,-3.48,lean_back
4.25,-3.50,lean_back
4.29,-3.52,lean_back
4.37,-3.47,lean_back
4.36,-3.51,lean_back
4.26,-3.56,lean_back
4.22,-3.55,lean_back
4.28,-3.51,lean_back
4.44,-3.46,lean_back
4.61,-3.44,lean_back
4.43,-3.47,lean_back
4.33,-3.52,lean_back
4.32,-3.51,lean_back
4.44,-3.49,lean_back
4.50,-3.47,lean_back
4.40,-3.50,lean_back
4.31,-3.52,lean_back
4.36,-3.52,lean_back
4.30,-3.55,lean_back
4.37,-3.51,lean_back
4.36,-3.47,lean_back
4.37,-3.52,lean_back
4.43,-3.49,lean_back
4.41,-3.47,lean_back
4.40,-3.52,lean_back
4.36,-3.53,lean_back
4.31,-3.54,lean_back
4.33,-3.56,lean_back
4.26,-3.56,lean_back
4.25,-3.53,lean_back
4.26,-3.57,lean_back
4.26,-3.53,lean_back
4.29,-3.60,lean_back
4.29,-3.54,lean_back
4.27,-3.57,lean_back
4.27,-3.57,lean_back
4.25,-3.57,lean_back
4.30,-3.59,lean_back
4.22,-3.58,lean_back
4.28,-3.57,lean_back
4.32,-3.58,lean_back
4.36,-3.56,lean_back
4.45,-3.56,lean_back
4.41,-3.55,lean_back
3.97,-3.75,lean_back
3.59,-3.84,lean_back
3.08,-4.10,lean_back
2.44,-4.51,lean_back
2.11,-4.61,lean_back
1.86,-4.79,lean_back
1.60,-5.24,lean_back
1.25,-5.25,lean_back
1.12,-5.68,lean_back
0.45,-5.71,lean_back
-0.03,-5.88,lean_back
-0.68,-5.85,lean_back
-1.21,-5.83,lean_back
-1.57,-5.94,lean_back
-1.88,-6.29,lean_back
-2.21,-6.55,lean_back
-2.31,-6.54,lean_back
-2.62,-6.51,lean_back
-2.69,-6.57,lean_back
-2.83,-6.62,lean_back
-2.86,-6.59,lean_back
-2.75,-6.49,lean_back
-2.76,-6.59,lean_back
-2.97,-6.53,lean_back
-3.08,-6.49,lean_back
-3.13,-6.51,lean_back
-3.39,-6.53,lean_back
-3.58,-6.55,lean_back
-3.76,-6.56,lean_back
-3.85,-6.43,lean_back
-3.73,-6.48,lean_back
-3.71,-6.45,lean_back
-3.62,-6.41,lean_back
-3.62,-6.43,lean_back
-3.62,-6.51,lean_back
-3.67,-6.47,lean_back
-3.70,-6.50,lean_back
-3.74,-6.45,lean_back
-3.65,-6.46,lean_back
-3.58,-6.43,lean_back
-3.56,-6.48,lean_back
-3.59,-6.41,lean_back
-3.65,-6.45,lean_back
-3.79,-6.46,lean_back
-3.70,-6.48,lean_back
-3.68,-6.42,lean_back
-3.75,-6.44,lean_back
-3.83,-6.42,lean_back
-3.73,-6.40,lean_back
-3.73,-6.47,lean_back
-3.89,-6.42,lean_back
-4.03,-6.42,lean_back
-4.13,-6.40,lean_back
-3.90,-6.39,lean_back
-4.02,-6.39,lean_back
-4.13,-6.30,lean_back
-4.16,-6.36,lean_back
-4.32,-6.39,lean_back
-4.19,-6.40,lean_back
-4.05,-6.28,lean_back
-4.17,-6.31,lean_back
-4.20,-6.29,lean_back
-4.25,-6.36,lean_back
-4.30,-6.27,lean_back
-4.37,-6.30,lean_back
-4.41,-6.31,lean_back
-4.40,-6.26,lean_back
-4.42,-6.26,lean_back
-4.39,-6.31,lean_back
-4.42,-6.29,lean_back
-4.42,-6.25,lean_back
-4.42,-6.27,lean_back
-4.46,-6.30,lean_back
-4.35,-6.21,lean_back
-4.45,-6.30,lean_back
-4.59,-6.29,lean_back
-4.55,-6.24,lean_back
-4.48,-6.44,lean_back
-4.18,-6.28,lean_back
-4.20,-6.28,lean_back
-4.09,-6.34,lean_back
-4.19,-6.37,lean_back
-4.26,-6.32,lean_back
-4.40,-6.31,lean_back
-4.54,-6.28,lean_back
-4.37,-6.27,lean_back
-4.52,-6.29,lean_back
-4.40,-6.28,lean_back
-4.45,-6.25,lean_back
-4.45,-6.27,lean_back
-4.50,-6.27,lean_back
-4.48,-6.27,lean_back
-4.48,-6.21,lean_back
-4.48,-6.23,lean_back
-4.48,-6.27,lean_back
-4.49,-6.22,lean_back
-4.53,-6.23,lean_back
-4.55,-6.28,lean_back
-4.57,-6.28,lean_back
-4.53,-6.22,lean_back
-4.42,-6.23,lean_back
-4.35,-6.30,lean_back
-4.34,-6.30,lean_back
-4.32,-6.25,lean_back
-4.37,-6.25,lean_back
-4.49,-6.22,lean_back
-4.53,-6.22,lean_back
4.03,-4.08,lean_back
4.07,-4.10,lean_back
4.06,-4.09,lean_back
4.05,-4.12,lean_back
4.11,-4.10,lean_back
4.10,-4.10,lean_back
4.13,-4.09,lean_back
4.09,-4.06,lean_back
4.17,-4.07,lean_back
4.22,-4.07,lean_back
4.19,-4.11,lean_back
4.08,-4.07,lean_back
4.08,-4.11,lean_back
4.25,-4.10,lean_back
4.19,-4.08,lean_back
4.15,-4.09,lean_back
4.09,-4.10,lean_back
4.17,-4.11,lean_back
4.27,-4.06,lean_back
4.33,-4.07,lean_back
4.25,-4.05,lean_back
4.17,-4.09,lean_back
4.10,-4.12,lean_back
4.02,-4.13,lean_back
4.10,-4.10,lean_back
4.05,-4.13,lean_back
4.12,-4.14,lean_back
4.23,-4.10,lean_back
4.23,-4.07,lean_back
4.17,-4.11,lean_back
4.09,-4.13,lean_back
4.11,-4.09,lean_back
4.23,-4.11,lean_back
4.18,-4.11,lean_back
4.13,-4.09,lean_back
4.05,-4.14,lean_back
4.10,-4.15,lean_back
4.20,-4.08,lean_back
4.28,-4.05,lean_back
4.29,-4.06,lean_back
4.19,-4.06,lean_back
4.20,-4.12,lean_back
4.00,-4.16,lean_back
4.01,-4.16,lean_back
4.05,-4.09,lean_back
4.18,-4.13,lean_back
4.13,-4.12,lean_back
4.20,-4.13,lean_back
4.05,-4.14,lean_back
4.05,-4.16,lean_back
4.12,-4.17,lean_back
4.01,-4.09,lean_back
4.38,-4.15,lean_back
4.35,-4.07,lean_back
4.17,-4.10,lean_back
4.08,-4.19,lean_back
3.96,-4.13,lean_back
3.95,-4.16,lean_back
4.04,-4.16,lean_back
4.10,-4.17,lean_back
4.00,-4.15,lean_back
4.04,-4.18,lean_back
4.07,-4.14,lean_back
4.05,-4.17,lean_back
4.05,-4.19,lean_back
4.04,-4.14,lean_back
4.01,-4.18,lean_back
4.03,-4.15,lean_back
4.03,-4.17,lean_back
4.00,-4.16,lean_back
4.00,-4.18,lean_back
3.96,-4.20,lean_back
3.98,-4.18,lean_back
4.04,-4.19,lean_back
4.06,-4.15,lean_back
4.08,-4.16,lean_back
4.00,-4.18,lean_back
4.01,-4.19,lean_back
4.04,-4.19,lean_back
4.04,-4.19,lean_back
4.04,-4.17,lean_back
4.03,-4.18,lean_back
4.11,-4.16,lean_back
4.23,-4.12,lean_back
4.21,-4.15,lean_back
4.10,-4.17,lean_back
3.94,-4.21,lean_back
4.01,-4.14,lean_back
4.12,-4.16,lean_back
4.24,-4.12,lean_back
4.21,-4.13,lean_back
4.13,-4.14,lean_back
4.11,-4.15,lean_back
4.09,-4.19,lean_back
4.01,-4.18,lean_back
4.01,-4.16,lean_back
4.04,-4.18,lean_back
4.05,-4.18,lean_back
4.02,-4.19,lean_back
4.07,-4.17,lean_back
4.07,-4.16,lean_back
4.07,-4.17,lean_back
4.08,-4.17,lean_back
4.06,-4.17,lean_back
4.07,-4.19,lean_back
4.01,-4.19,lean_back
4.07,-4.17,lean_back
4.11,-4.14,lean_back
4.09,-4.14,lean_back
4.03,-4.16,lean_back
4.00,-4.18,lean_back
4.04,-4.09,lean_back
4.11,-4.15,lean_back
4.12,-4.17,lean_back
4.02,-4.15,lean_back
4.09,-4.18,lean_back
4.03,-4.20,lean_back
4.02,-4.19,lean_back
4.02,-4.19,lean_back
4.02,-4.16,lean_back
4.00,-4.20,lean_back
3.99,-4.20,lean_back
3.92,-4.21,lean_back
3.96,-4.22,lean_back
3.91,-4.21,lean_back
3.97,-4.21,lean_back
3.94,-4.22,lean_back
3.95,-4.19,lean_back
4.00,-4.24,lean_back
3.97,-4.23,lean_back
3.95,-4.22,lean_back
3.97,-4.23,lean_back
3.90,-4.21,lean_back
3.93,-4.23,lean_back
3.97,-4.20,lean_back
3.97,-4.17,lean_back
3.93,-4.21,lean_back
3.95,-4.23,lean_back
3.98,-4.22,lean_back
4.03,-4.26,lean_back
4.00,-4.20,lean_back
3.91,-4.27,lean_back
3.83,-4.36,lean_back
3.90,-4.28,lean_back
3.76,-4.41,lean_back
3.46,-4.55,lean_back
3.10,-4.72,lean_back
2.69,-4.91,lean_back
2.24,-5.10,lean_back
1.85,-5.44,lean_back
1.33,-5.71,lean_back
0.62,-5.91,lean_back
-0.29,-5.89,lean_back
-0.95,-5.91,lean_back
-1.51,-6.03,lean_back
-2.09,-6.47,lean_back
-2.49,-6.59,lean_back
-2.97,-6.74,lean_back
-3.24,-6.73,lean_back
-3.62,-6.60,lean_back
-3.88,-6.66,lean_back
-3.93,-6.67,lean_back
-3.97,-6.68,lean_back
-4.01,-6.65,lean_back
-3.97,-6.62,lean_back
-4.01,-6.64,lean_back
-4.02,-6.59,lean_back
-4.17,-6.60,lean_back
-4.18,-6.61,lean_back
-4.19,-6.56,lean_back
-4.36,-6.61,lean_back
-4.40,-6.67,lean_back
-4.47,-6.63,lean_back
-4.31,-6.59,lean_back
-4.17,-6.61,lean_back
-4.16,-6.60,lean_back
-4.18,-6.58,lean_back
-4.21,-6.57,lean_back
-4.16,-6.61,lean_back
-4.21,-6.58,lean_back
-4.33,-6.64,lean_back
-4.28,-6.59,lean_back
-4.25,-6.55,lean_back
-4.24,-6.56,lean_back
-4.49,-6.56,lean_back
-4.42,-6.61,lean_back
-4.33,-6.62,lean_back
-4.31,-6.59,lean_back
-4.40,-6.58,lean_back
-4.38,-6.59,lean_back
-4.36,-6.56,lean_back
-4.42,-6.57,lean_back
-4.46,-6.60,lean_back
-4.34,-6.60,lean_back
-4.31,-6.61,lean_back
-4.30,-6.57,lean_back
-4.28,-6.56,lean_back
-4.24,-6.57,lean_back
-4.30,-6.64,lean_back
-4.30,-6.55,lean_back
-4.24,-6.56,lean_back
-4.23,-6.62,lean_back
-4.19,-6.58,lean_back
-4.27,-6.58,lean_back
-4.29,-6.71,lean_back
-4.50,-6.75,lean_back
-4.49,-6.71,lean_back
-4.25,-6.78,lean_back
-4.01,-6.86,lean_back
-3.92,-6.77,lean_back
-3.91,-6.91,lean_back
-4.17,-6.92,lean_back
-3.88,-6.84,lean_back
-3.73,-6.76,lean_back
-3.73,-6.82,lean_back
-4.02,-6.92,lean_back
-4.19,-6.85,lean_back
-4.19,-6.93,lean_back
-4.12,-6.88,lean_back
-4.04,-6.95,lean_back
-4.19,-6.88,lean_back
-4.24,-6.81,lean_back
-4.35,-6.79,lean_back
-4.28,-6.81,lean_back
-4.24,-6.79,lean_back
-4.25,-6.84,lean_back
-4.17,-6.77,lean_back
-4.24,-6.76,lean_back
-4.31,-6.72,lean_back
-4.29,-6.79,lean_back
-4.35,-6.73,lean_back
-4.34,-6.78,lean_back
-4.33,-6.76,lean_back
-4.30,-6.75,lean_back
-4.23,-6.77,lean_back
-4.24,-6.78,lean_back
-4.25,-6.77,lean_back
-4.34,-6.71,lean_back
-4.28,-7.03,lean_back
-4.08,-6.78,lean_back
-4.04,-6.79,lean_back
-4.04,-6.86,lean_back
-4.02,-6.92,lean_back
-3.86,-6.84,lean_back
-3.70,-6.86,lean_back
-3.61,-6.87,lean_back
-3.59,-6.82,lean_back
-3.49,-6.79,lean_back
-3.51,-6.76,lean_back
-3.69,-6.71,lean_back
-3.57,-6.52,lean_back
-3.41,-6.58,lean_back
3.47,-4.00,lean_back
3.44,-4.04,lean_back
3.52,-4.02,lean_back
3.46,-4.06,lean_back
3.44,-4.07,lean_back
3.52,-4.01,lean_back
3.51,-4.00,lean_back
3.53,-4.08,lean_back
3.42,-4.04,lean_back
3.38,-4.09,lean_back
3.40,-4.07,lean_back
3.45,-4.02,lean_back
3.51,-4.09,lean_back
3.48,-4.07,lean_back
3.41,-4.03,lean_back
3.44,-4.07,lean_back
3.61,-4.05,lean_back
3.62,-4.02,lean_back
3.47,-4.08,lean_back
3.39,-4.11,lean_back
3.24,-4.13,lean_back
3.23,-4.14,lean_back
3.31,-4.12,lean_back
3.33,-4.11,lean_back
3.39,-4.11,lean_back
3.41,-4.12,lean_back
3.42,-4.08,lean_back
3.33,-4.13,lean_back
3.29,-4.19,lean_back
3.32,-4.15,lean_back
3.29,-4.12,lean_back
3.38,-4.10,lean_back
3.33,-4.12,lean_back
3.38,-4.11,lean_back
3.46,-4.11,lean_back
3.49,-4.09,lean_back
3.44,-4.11,lean_back
3.45,-4.15,lean_back
3.34,-4.11,lean_back
3.35,-4.15,lean_back
3.41,-4.13,lean_back
3.43,-4.14,lean_back
3.41,-4.18,lean_back
3.34,-4.14,lean_back
3.39,-4.17,lean_back
3.44,-4.15,lean_back
3.46,-4.14,lean_back
3.45,-4.13,lean_back
3.37,-4.12,lean_back
3.37,-4.13,lean_back
3.52,-4.10,lean_back
3.48,-4.12,lean_back
3.26,-4.17,lean_back
3.24,-4.15,lean_back
3.37,-4.15,lean_back
3.39,-4.13,lean_back
3.48,-4.11,lean_back
3.33,-4.23,lean_back
3.17,-4.17,lean_back
3.28,-4.15,lean_back
3.37,-4.13,lean_back
3.59,-4.14,lean_back
3.54,-4.11,lean_back
3.35,-4.14,lean_back
3.31,-4.16,lean_back
3.28,-4.12,lean_back
3.51,-4.14,lean_back
3.48,-4.16,lean_back
3.32,-4.15,lean_back
3.28,-4.22,lean_back
3.28,-4.16,lean_back
3.25,-4.19,lean_back
3.35,-4.14,lean_back
3.37,-4.11,lean_back
3.38,-4.15,lean_back
3.36,-4.17,lean_back
3.30,-4.14,lean_back
3.26,-4.18,lean_back
3.34,-4.16,lean_back
3.37,-4.20,lean_back
3.31,-4.15,lean_back
3.28,-4.17,lean_back
3.31,-4.21,lean_back
3.32,-4.16,lean_back
3.28,-4.18,lean_back
3.28,-4.18,lean_back
3.27,-4.19,lean_back
3.27,-4.20,lean_back
3.30,-4.16,lean_back
3.31,-4.16,lean_back
3.27,-4.22,lean_back
3.23,-4.21,lean_back
3.21,-4.20,lean_back
3.22,-4.22,lean_back
3.25,-4.18,lean_back
3.30,-4.25,lean_back
3.34,-4.14,lean_back
3.45,-4.23,lean_back
3.42,-4.34,lean_back
3.23,-4.45,lean_back
2.53,-4.48,lean_back
2.12,-4.70,lean_back
1.91,-4.85,lean_back
1.71,-4.89,lean_back
1.60,-5.13,lean_back
1.20,-5.38,lean_back
0.84,-5.85,lean_back
0.46,-6.05,lean_back
-0.09,-6.11,lean_back
-0.54,-6.39,lean_back
-0.79,-6.45,lean_back
-0.81,-6.49,lean_back
-1.11,-6.67,lean_back
-1.23,-6.57,lean_back
-1.41,-6.74,lean_back
-1.42,-6.75,lean_back
-1.54,-6.74,lean_back
-1.61,-6.74,lean_back
-1.61,-6.76,lean_back
-1.60,-6.71,lean_back
-1.61,-6.74,lean_back
-1.65,-6.77,lean_back
-1.69,-6.73,lean_back
-1.74,-6.77,lean_back
-1.86,-6.79,lean_back
-1.99,-6.81,lean_back
-2.04,-6.90,lean_back
-2.13,-6.81,lean_back
-2.12,-6.82,lean_back
-2.18,-6.86,lean_back
-2.17,-6.87,lean_back
-2.19,-6.81,lean_back
-2.16,-6.83,lean_back
-2.18,-6.79,lean_back
-2.19,-6.83,lean_back
-2.28,-6.85,lean_back
-2.31,-6.85,lean_back
-2.34,-6.83,lean_back
-2.38,-6.88,lean_back
-2.41,-6.86,lean_back
-2.45,-6.83,lean_back
-2.44,-6.82,lean_back
-2.50,-6.90,lean_back
-2.44,-6.87,lean_back
-2.40,-6.87,lean_back
-2.29,-6.92,lean_back
-2.25,-6.83,lean_back
-2.14,-6.90,lean_back
-2.09,-6.93,lean_back
-2.10,-6.92,lean_back
-1.90,-6.86,lean_back
-1.90,-6.81,lean_back
-1.66,-6.88,lean_back
-1.62,-6.81,lean_back
-1.54,-6.75,lean_back
-1.49,-6.73,lean_back
-1.51,-6.67,lean_back
-1.51,-6.75,lean_back
-1.61,-6.80,lean_back
-1.60,-6.78,lean_back
-1.64,-6.79,lean_back
-1.70,-6.82,lean_back
-1.74,-6.83,lean_back
-1.81,-6.80,lean_back
-1.78,-6.88,lean_back
-1.75,-6.89,lean_back
-1.68,-6.83,lean_back
-1.53,-6.81,lean_back
-1.54,-6.73,lean_back
-1.58,-6.76,lean_back
-1.57,-6.70,lean_back
-1.57,-6.75,lean_back
-1.54,-6.78,lean_back
-1.52,-6.72,lean_back
-1.47,-6.68,lean_back
-1.34,-6.68,lean_back
-1.32,-6.60,lean_back
-1.30,-6.57,lean_back
-1.30,-6.62,lean_back
-1.42,-6.65,lean_back
-1.56,-6.70,lean_back
-1.67,-6.69,lean_back
-1.65,-6.69,lean_back
-1.59,-6.71,lean_back
-1.48,-6.69,lean_back
-1.39,-6.67,lean_back
-1.38,-6.67,lean_back
-1.39,-6.66,lean_back
-1.44,-6.64,lean_back
-1.39,-6.65,lean_back
-1.50,-6.69,lean_back
-1.49,-6.65,lean_back
-1.44,-6.67,lean_back
-1.46,-6.67,lean_back
-1.47,-6.68,lean_back
-1.48,-6.62,lean_back
-1.48,-6.69,lean_back
-1.41,-6.65,lean_back
-1.44,-6.68,lean_back
-1.36,-6.69,lean_back
-1.32,-6.68,lean_back
-1.25,-6.68,lean_back
-1.27,-6.66,lean_back
-1.32,-6.63,lean_back
-1.23,-6.68,lean_back
-1.11,-6.72,lean_back
-0.99,-6.65,lean_back
-0.89,-6.56,lean_back
-0.91,-6.52,lean_back
-0.88,-6.54,lean_back
-0.83,-6.49,lean_back
-0.79,-6.47,lean_back
-0.74,-6.42,lean_back
-0.75,-6.40,lean_back
-0.75,-6.43,lean_back
-0.92,-6.48,lean_back
3.42,-4.24,lean_back
3.42,-4.24,lean_back
3.39,-4.19,lean_back
3.44,-4.23,lean_back
3.44,-4.21,lean_back
3.49,-4.24,lean_back
3.42,-4.24,lean_back
3.40,-4.24,lean_back
3.47,-4.25,lean_back
3.51,-4.24,lean_back
3.55,-4.28,lean_back
3.49,-4.30,lean_back
3.44,-4.26,lean_back
3.46,-4.28,lean_back
3.55,-4.24,lean_back
3.60,-4.24,lean_back
3.35,-4.30,lean_back
3.33,-4.31,lean_back
3.31,-4.29,lean_back
3.31,-4.31,lean_back
3.31,-4.29,lean_back
3.35,-4.30,lean_back
3.32,-4.32,lean_back
3.35,-4.34,lean_back
3.29,-4.33,lean_back
3.28,-4.36,lean_back
3.25,-4.36,lean_back
3.24,-4.36,lean_back
3.35,-4.33,lean_back
3.42,-4.32,lean_back
3.43,-4.30,lean_back
3.35,-4.26,lean_back
3.34,-4.29,lean_back
3.32,-4.35,lean_back
3.33,-4.36,lean_back
3.21,-4.38,lean_back
3.15,-4.39,lean_back
3.30,-4.42,lean_back
3.26,-4.39,lean_back
3.11,-4.42,lean_back
3.03,-4.47,lean_back
3.10,-4.46,lean_back
3.18,-4.41,lean_back
3.35,-4.40,lean_back
3.45,-4.40,lean_back
3.22,-4.45,lean_back
3.11,-4.47,lean_back
3.18,-4.46,lean_back
3.21,-4.46,lean_back
3.32,-4.40,lean_back
3.23,-4.41,lean_back
3.26,-4.44,lean_back
3.11,-4.42,lean_back
3.15,-4.46,lean_back
3.17,-4.45,lean_back
3.22,-4.43,lean_back
3.25,-4.44,lean_back
3.11,-4.46,lean_back
3.08,-4.49,lean_back
3.04,-4.50,lean_back
3.07,-4.47,lean_back
3.04,-4.48,lean_back
3.10,-4.48,lean_back
2.92,-4.53,lean_back
3.18,-4.50,lean_back
2.96,-4.54,lean_back
2.51,-4.70,lean_back
2.32,-4.93,lean_back
2.22,-4.92,lean_back
2.36,-4.95,lean_back
2.45,-4.97,lean_back
2.51,-4.92,lean_back
2.48,-4.92,lean_back
2.57,-4.86,lean_back
2.68,-4.86,lean_back
2.85,-4.79,lean_back
2.90,-4.69,lean_back
2.91,-4.71,lean_back
2.86,-4.79,lean_back
2.83,-4.74,lean_back
2.79,-4.76,lean_back
2.75,-4.76,lean_back
2.73,-4.78,lean_back
2.74,-4.79,lean_back
2.86,-4.82,lean_back
2.75,-4.71,lean_back
2.88,-4.76,lean_back
2.59,-4.88,lean_back
2.21,-5.19,lean_back
1.82,-5.33,lean_back
1.39,-5.40,lean_back
1.07,-5.66,lean_back
0.68,-5.69,lean_back
0.58,-5.80,lean_back
0.09,-5.99,lean_back
-0.39,-6.28,lean_back
-0.74,-6.36,lean_back
-1.06,-6.49,lean_back
-1.37,-6.58,lean_back
-1.77,-6.69,lean_back
-1.86,-6.77,lean_back
-1.92,-6.80,lean_back
-2.05,-6.70,lean_back
-1.96,-6.70,lean_back
-1.92,-6.72,lean_back
-2.01,-6.74,lean_back
-2.08,-6.72,lean_back
